Tue Oct 24 2023,Los Angeles Lakers,107,Denver Nuggets,119
Tue Oct 24 2023,Phoenix Suns,108,Golden State Warriors,104
Wed Oct 25 2023,Houston Rockets,86,Orlando Magic,116
Wed Oct 25 2023,Boston Celtics,108,New York Knicks,104
Wed Oct 25 2023,Washington Wizards,120,Indiana Pacers,143
Wed Oct 25 2023,Atlanta Hawks,110,Charlotte Hornets,116
Wed Oct 25 2023,Detroit Pistons,102,Miami Heat,103
Wed Oct 25 2023,Minnesota Timberwolves,94,Toronto Raptors,97
Wed Oct 25 2023,Cleveland Cavaliers,114,Brooklyn Nets,113
Wed Oct 25 2023,New Orleans Pelicans,111,Memphis Grizzlies,104
Wed Oct 25 2023,Oklahoma City Thunder,124,Chicago Bulls,104
Wed Oct 25 2023,Sacramento Kings,130,Utah Jazz,114
Wed Oct 25 2023,Dallas Mavericks,126,San Antonio Spurs,119
Wed Oct 25 2023,Portland Trail Blazers,111,Los Angeles Clippers,123
Thu Oct 26 2023,Philadelphia 76ers,117,Milwaukee Bucks,118
Thu Oct 26 2023,Phoenix Suns,95,Los Angeles Lakers,100
Fri Oct 27 2023,Denver Nuggets,108,Memphis Grizzlies,104
Fri Oct 27 2023,Detroit Pistons,111,Charlotte Hornets,99
Fri Oct 27 2023,New York Knicks,126,Atlanta Hawks,120
Fri Oct 27 2023,Oklahoma City Thunder,108,Cleveland Cavaliers,105
Fri Oct 27 2023,Miami Heat,111,Boston Celtics,119
Fri Oct 27 2023,Toronto Raptors,103,Chicago Bulls,104
Fri Oct 27 2023,Houston Rockets,122,San Antonio Spurs,126
Fri Oct 27 2023,Brooklyn Nets,120,Dallas Mavericks,125
Fri Oct 27 2023,Los Angeles Clippers,118,Utah Jazz,120
Fri Oct 27 2023,Orlando Magic,102,Portland Trail Blazers,97
Fri Oct 27 2023,Golden State Warriors,122,Sacramento Kings,114
Sat Oct 28 2023,Chicago Bulls,102,Detroit Pistons,118
Sat Oct 28 2023,Memphis Grizzlies,106,Washington Wizards,113
Sat Oct 28 2023,New York Knicks,87,New Orleans Pelicans,96
Sat Oct 28 2023,Indiana Pacers,125,Cleveland Cavaliers,113
Sat Oct 28 2023,Philadelphia 76ers,114,Toronto Raptors,107
Sat Oct 28 2023,Miami Heat,90,Minnesota Timberwolves,106
Sat Oct 28 2023,Utah Jazz,104,Phoenix Suns,126
Sun Oct 29 2023,Denver Nuggets,128,Oklahoma City Thunder,95
Sun Oct 29 2023,Golden State Warriors,106,Houston Rockets,95
Sun Oct 29 2023,Atlanta Hawks,127,Milwaukee Bucks,110
Sun Oct 29 2023,Portland Trail Blazers,98,Philadelphia 76ers,126
Sun Oct 29 2023,San Antonio Spurs,83,Los Angeles Clippers,123
Sun Oct 29 2023,Los Angeles Lakers,127,Sacramento Kings,132
Mon Oct 30 2023,Chicago Bulls,112,Indiana Pacers,105
Mon Oct 30 2023,Boston Celtics,126,Washington Wizards,107
Mon Oct 30 2023,Brooklyn Nets,133,Charlotte Hornets,121
Mon Oct 30 2023,Portland Trail Blazers,99,Toronto Raptors,91
Mon Oct 30 2023,Minnesota Timberwolves,113,Atlanta Hawks,127
Mon Oct 30 2023,Dallas Mavericks,125,Memphis Grizzlies,110
Mon Oct 30 2023,Miami Heat,114,Milwaukee Bucks,122
Mon Oct 30 2023,Golden State Warriors,130,New Orleans Pelicans,102
Mon Oct 30 2023,Detroit Pistons,112,Oklahoma City Thunder,124
Mon Oct 30 2023,Utah Jazz,102,Denver Nuggets,110
Mon Oct 30 2023,Orlando Magic,103,Los Angeles Lakers,106
Tue Oct 31 2023,New York Knicks,109,Cleveland Cavaliers,91
Tue Oct 31 2023,San Antonio Spurs,115,Phoenix Suns,114
Tue Oct 31 2023,Orlando Magic,102,Los Angeles Clippers,118
Wed Nov 1 2023,Portland Trail Blazers,110,Detroit Pistons,101
Wed Nov 1 2023,Milwaukee Bucks,111,Toronto Raptors,130
Wed Nov 1 2023,Washington Wizards,121,Atlanta Hawks,130
Wed Nov 1 2023,Indiana Pacers,104,Boston Celtics,155
Wed Nov 1 2023,Brooklyn Nets,109,Miami Heat,105
Wed Nov 1 2023,Cleveland Cavaliers,95,New York Knicks,89
Wed Nov 1 2023,New Orleans Pelicans,110,Oklahoma City Thunder,106
Wed Nov 1 2023,Charlotte Hornets,119,Houston Rockets,128
Wed Nov 1 2023,Denver Nuggets,89,Minnesota Timberwolves,110
Wed Nov 1 2023,Chicago Bulls,105,Dallas Mavericks,114
Wed Nov 1 2023,Memphis Grizzlies,109,Utah Jazz,133
Wed Nov 1 2023,Sacramento Kings,101,Golden State Warriors,102
Wed Nov 1 2023,Los Angeles Clippers,125,Los Angeles Lakers,130
Thu Nov 2 2023,Toronto Raptors,99,Philadelphia 76ers,114
Thu Nov 2 2023,Detroit Pistons,116,New Orleans Pelicans,125
Thu Nov 2 2023,Orlando Magic,115,Utah Jazz,113
Thu Nov 2 2023,San Antonio Spurs,132,Phoenix Suns,121
Fri Nov 3 2023,Cleveland Cavaliers,116,Indiana Pacers,121
Fri Nov 3 2023,New York Knicks,105,Milwaukee Bucks,110
Fri Nov 3 2023,Brooklyn Nets,109,Chicago Bulls,107
Fri Nov 3 2023,Washington Wizards,114,Miami Heat,121
Fri Nov 3 2023,Golden State Warriors,141,Oklahoma City Thunder,139
Fri Nov 3 2023,Dallas Mavericks,114,Denver Nuggets,125
Fri Nov 3 2023,Memphis Grizzlies,113,Portland Trail Blazers,115
Sat Nov 4 2023,Phoenix Suns,100,Philadelphia 76ers,112
Sat Nov 4 2023,Charlotte Hornets,125,Indiana Pacers,124
Sat Nov 4 2023,Atlanta Hawks,123,New Orleans Pelicans,105
Sat Nov 4 2023,Los Angeles Lakers,101,Orlando Magic,120
Sat Nov 4 2023,Boston Celtics,124,Brooklyn Nets,114
Sat Nov 4 2023,Sacramento Kings,89,Houston Rockets,107
Sat Nov 4 2023,Utah Jazz,95,Minnesota Timberwolves,123
Sat Nov 4 2023,Chicago Bulls,101,Denver Nuggets,123
Sun Nov 5 2023,Phoenix Suns,120,Detroit Pistons,106
Sun Nov 5 2023,Toronto Raptors,123,San Antonio Spurs,116
Sun Nov 5 2023,Golden State Warriors,104,Cleveland Cavaliers,115
Sun Nov 5 2023,Charlotte Hornets,118,Dallas Mavericks,124
Sun Nov 5 2023,Memphis Grizzlies,112,Portland Trail Blazers,100
Mon Nov 6 2023,Golden State Warriors,120,Detroit Pistons,109
Mon Nov 6 2023,San Antonio Spurs,111,Indiana Pacers,152
Mon Nov 6 2023,Dallas Mavericks,117,Orlando Magic,102
Mon Nov 6 2023,Washington Wizards,128,Philadelphia 76ers,146
Mon Nov 6 2023,Milwaukee Bucks,129,Brooklyn Nets,125
